id,name_en,name_ko,image_url,types,height,weight,abilities,stats_hp,stats_attack,stats_defense,stats_sp_attack,stats_sp_defense,stats_speed,flavor_text,color,generation
235,smeargle,루브도,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/235.png,노말,1.2,58.0,"마이페이스, 테크니션, 변덕쟁이",55,20,35,20,45,75,꼬리를 붓처럼 써서 영역에 마크를 그린다. 그 종류는 5000개 이상이다.,white,2
236,tyrogue,배루키,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/236.png,격투,0.7,21.0,"근성, 불굴의마음, 의기양양",35,35,35,35,35,35,항상 기운이 넘친다. 강해지기 위해 계속 져도 상대에게 맞선다.,purple,2
237,hitmontop,카포에라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/237.png,격투,1.4,48.0,"위협, 테크니션, 불굴의마음",50,95,95,35,110,70,팽이처럼 회전하면서 싸운다. 원심력의 파워로 파괴력은 10배다.,brown,2
238,smoochum,뽀뽀라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/238.png,"얼음, 에스퍼",0.4,6.0,"둔감, 예지몽, 촉촉바디",45,30,15,85,65,65,입술이 제일 민감하다. 뭐든지 먼저 입술로 건드려서 어떤 것인지 확인한다.,pink,2
239,elekid,에레키드,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/239.png,전기,0.6,23.5,"정전기, 의기양양",45,63,37,65,55,95,양팔을 빙글빙글 휘둘러서 전기를 발생시킨다. 그러나 만들어낸 전기는 모아둘 수 없다.,yellow,2
240,magby,마그비,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/240.png,불꽃,0.7,21.4,"불꽃몸, 의기양양",45,75,37,70,55,83,작은 몸이지만 체온은 600도다. 숨을 들이쉬고 내쉴 때마다 입과 코에서 불꽃이 샌다.,red,2
241,miltank,밀탱크,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/241.png,노말,1.2,75.5,"두꺼운지방, 배짱, 초식",95,80,105,40,70,100,새끼가 태어났을 때에 짜낸 우유는 평상시보다 영양이 듬뿍 담겨 있다.,pink,2
242,blissey,해피너스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/242.png,노말,1.5,46.8,"자연회복, 하늘의은총, 치유의마음",255,10,10,75,135,55,해피너스가 낳은 알에는 행복이 담겨 있어서 한 입 먹으면 누구든지 웃음 띤 얼굴이 된다.,pink,2
243,raikou,라이코,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/243.png,전기,1.9,178.0,"프레셔, 정신력",90,85,75,115,100,115,비구름을 짊어지고 있어서 어떤 때라도 번개를 칠 수 있다. 번개와 함께 떨어졌다고 한다.,yellow,2
244,entei,앤테이,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/244.png,불꽃,2.1,198.0,"프레셔, 정신력",115,115,85,90,75,100,새로운 화산이 생길 때마다 태어난다고 전해지는 대지를 달리는 포켓몬이다.,brown,2
245,suicune,스이쿤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/245.png,물,2.0,187.0,"프레셔, 정신력",100,75,115,90,115,85,세계 곳곳을 뛰어다니며 오염된 물을 정화시킨다. 북풍과 함께 달려나간다.,blue,2
246,larvitar,애버라스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/246.png,"바위, 땅",0.6,72.0,"근성, 모래숨기",50,64,50,45,50,41,흙을 먹으며 살고 있다. 큰 산을 하나 다 먹으면 성장을 위해 잠자기 시작한다.,green,2
247,pupitar,데기라스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/247.png,"바위, 땅",1.2,152.0,탈피,70,84,70,65,70,51,암반 같은 단단한 몸이다. 압축한 가스를 분사해서 마치 로켓같이 날아간다.,gray,2
248,tyranitar,마기라스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/248.png,"바위, 악",2.0,202.0,"모래날림, 긴장감",100,134,110,95,100,61,한쪽 팔을 움직이는 것만으로도 산을 무너뜨리고 땅을 울리게 하는 엄청난 힘을 감추고 있다.,green,2
249,lugia,루기아,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/249.png,"에스퍼, 비행",5.2,216.0,"프레셔, 멀티스케일",106,90,130,90,154,110,깊은 해구의 밑바닥에서 잠잔다. 루기아가 날개를 치면 40일 동안 폭풍우가 계속된다고 전해진다.,white,2
250,ho-oh,칠색조,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/250.png,"불꽃, 비행",3.8,199.0,"프레셔, 재생력",106,130,90,110,154,90,몸은 일곱 빛으로 빛나고 날아간 자리에는 무지개가 생긴다는 신화 속에 남아 있는 포켓몬이다.,red,2
251,celebi,세레비,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/251.png,"에스퍼, 풀",0.6,5.0,자연회복,100,100,100,100,100,100,시간을 넘어 여기저기를 방황한다. 세레비가 모습을 나타낸 숲은 초목이 무성해진다고 한다.,green,2
252,treecko,나무지기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/252.png,풀,0.5,5.0,"심록, 곡예",40,45,35,65,55,70,수직으로 된 벽도 쭉쭉 타고 올라간다. 꼬리로 공기 중의 습도를 감지해서 내일 날씨를 맞힌다.,green,3
253,grovyle,나무돌이,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/253.png,풀,0.9,21.6,"심록, 곡예",50,65,45,85,65,95,발달한 넓적다리의 근육이 경이로운 순발력과 도약력을 만들어 낸다.,green,3
254,sceptile,나무킹,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/254.png,풀,1.7,52.2,"심록, 곡예",70,85,65,105,85,120,팔에 자란 잎사귀는 큰 나무도 싹둑 베어 넘어뜨리는 정도다. 밀림의 싸움에서는 무적이다.,green,3
255,torchic,아차모,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/255.png,불꽃,0.4,2.5,"맹화, 가속",45,60,40,70,50,45,몸속에 불꽃 주머니를 지니고 있어서 껴안으면 따끈따끈하다. 살아 있는 한 계속 불타오른다.,red,3
256,combusken,영치코,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/256.png,"불꽃, 격투",0.9,19.5,"맹화, 가속",60,85,60,85,60,55,1초에 킥을 10번 날릴 정도로 발을 사용하는 기술에 능하다. 날카로운 울음소리로 위협한다.,red,3
257,blaziken,번치코,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/257.png,"불꽃, 격투",1.9,52.0,"맹화, 가속",80,120,70,110,70,80,30층 빌딩을 점프로 넘는 점프력을 가졌다. 불꽃펀치가 상대를 태운다.,red,3
258,mudkip,물짱이,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/258.png,물,0.4,7.6,"급류, 습기",50,70,50,50,50,40,커다란 꼬리지느러미로 물을 헤치면 스피드가 쑥쑥 오른다. 작은 몸이지만 힘이 장사다.,blue,3
259,marshtomp,늪짱이,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/259.png,"물, 땅",0.7,28.0,"급류, 습기",70,85,70,60,70,50,발밑이 질퍽거려도 잘 걸을 수 있는 튼튼한 다리를 가졌다. 진흙에 몸을 묻고 잠잔다.,blue,3
260,swampert,대짱이,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/260.png,"물, 땅",1.5,81.9,"급류, 습기",100,110,90,85,90,60,돌처럼 딱딱한 팔을 한 번 휘두르는 것만으로 거대한 돌을 조각조각으로 부순다.,blue,3
261,poochyena,포챠나,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/261.png,악,0.5,13.6,"도주, 속보, 주눅",35,55,35,30,30,35,집요한 성격의 포켓몬이다. 점찍은 먹이가 기진맥진 지칠 때까지 뒤쫓아간다.,gray,3
262,mightyena,그라에나,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/262.png,악,1.0,37.0,"위협, 속보, 자기과신",70,90,70,60,60,70,우수한 트레이너의 명령에는 절대복종한다. 먼 옛날 무리를 지어 행동했던 영향이다.,gray,3
263,zigzagoon,지그제구리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/263.png,노말,0.4,17.5,"픽업, 먹보, 속보",38,30,41,30,41,60,지그재그로 걸어서 풀숲이나 땅에 묻혀 있는 보물을 찾아내는 것이 특기인 포켓몬이다.,brown,3
264,linoone,직구리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/264.png,노말,0.5,32.5,"픽업, 먹보, 속보",78,70,61,50,61,100,똑바로 달리는 스피드는 시속 100km를 가볍게 넘는다. 휘어진 길은 매우 서툴다.,white,3
265,wurmple,개무소,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/265.png,벌레,0.3,3.6,"인분, 도주",45,45,35,20,30,20,잎사귀를 매우 좋아한다. 찌르꼬에게 습격당했을 때는 엉덩이의 가시로 물리친다.,red,3
266,silcoon,실쿤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/266.png,벌레,0.6,10.0,탈피,50,35,55,25,25,15,실을 나뭇가지에 휘감고 있다. 실에 묻은 빗물을 마시며 진화할 때를 기다리고 있다.,white,3
267,beautifly,뷰티플라이,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/267.png,"벌레, 비행",1.0,28.4,"벌레의알림, 투쟁심",60,70,50,100,50,65,색이 선명한 날개의 무늬가 특징이다. 가는 입을 뻗어 꽃의 달콤한 꿀을 흡수한다.,yellow,3
268,cascoon,카스쿤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/268.png,벌레,0.7,11.5,탈피,50,35,55,25,25,15,부드러운 실로 된 몸은 시간이 지나면서 단단해진다. 진화가 임박하면 갈라지기 시작한다.,purple,3
269,dustox,독케일,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/269.png,"벌레, 독",1.2,31.6,"인분, 복안",60,50,70,50,90,65,야행성 포켓몬이다. 불빛에 이끌려나온 독케일이 가로수의 잎을 헤적거리며 먹어댄다.,green,3
270,lotad,연꽃몬,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/270.png,"물, 풀",0.5,2.6,"쓱쓱, 젖은접시, 마이페이스",40,30,30,40,50,30,수초를 똑 닮은 포켓몬이다. 헤엄을 못 치는 포켓몬을 잎사귀에 태워 건너편 물가까지 운반한다.,green,3
271,lombre,로토스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/271.png,"물, 풀",1.2,32.5,"쓱쓱, 젖은접시, 마이페이스",60,50,50,60,70,50,햇볕이 잘 드는 물가에 산다. 낮에는 수초로 된 침대에서 자고 해가 지면 활동하기 시작한다.,green,3
272,ludicolo,로파파,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/272.png,"물, 풀",1.5,55.0,"쓱쓱, 젖은접시, 마이페이스",80,70,70,90,100,70,경쾌한 음악을 들으면 몸속의 힘이 넘쳐흘러 춤추지 않고는 견딜 수 없게 된다.,green,3
273,seedot,도토링,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/273.png,풀,0.5,4.0,"엽록소, 일찍기상, 나쁜손버릇",40,40,50,30,30,30,머리끝을 가지에 붙여 매달린다. 강풍이 불어 떨어지기도 한다.,brown,3
274,nuzleaf,잎새코,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/274.png,"풀, 악",1.0,28.0,"엽록소, 일찍기상, 나쁜손버릇",70,70,40,60,40,60,잎새코가 연주하는 풀피리의 음색은 사람을 불안하게 만든다. 숲 속에서 살고 있다.,brown,3
275,shiftry,다탱구,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/275.png,"풀, 악",1.3,59.6,"엽록소, wind-rider, 나쁜손버릇",90,100,60,90,60,80,숲의 신이라고 여겨져 두려움의 대상이 되고 있던 포켓몬. 상대의 생각을 읽고 앞지르는 능력을 지녔다.,brown,3
276,taillow,테일로,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/276.png,"노말, 비행",0.3,2.3,"근성, 배짱",40,55,30,30,30,85,강한 상대에게도 용감히 맞서는 근성의 소유자다. 따뜻한 땅을 찾아서 난다.,blue,3
277,swellow,스왈로,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/277.png,"노말, 비행",0.7,19.8,"근성, 배짱",60,85,60,75,50,125,2개의 꼬리날개가 꼿꼿하게 서 있으면 건강하다는 증거다. 우아하게 넓은 하늘을 날아다닌다.,blue,3
278,wingull,갈모매,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/278.png,"물, 비행",0.6,9.5,"날카로운눈, 촉촉바디, 젖은접시",40,30,30,55,30,85,긴 날개로 바닷바람을 받아서 글라이더처럼 활공한다. 쉴 때는 날개를 접는다.,white,3
279,pelipper,패리퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/279.png,"물, 비행",1.2,28.0,"날카로운눈, 잔비, 젖은접시",60,50,100,95,70,65,큰 부리를 바다에 넣고 먹이를 한 번에 많이 건져 올리려는 속셈이다.,yellow,3
280,ralts,랄토스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/280.png,"에스퍼, 페어리",0.4,6.6,"싱크로, 트레이스, 텔레파시",28,25,25,45,35,40,빨간 뿔로 사람이나 포켓몬의 따뜻한 마음을 캐치하면 전신이 미약하게 뜨거워진다.,white,3
281,kirlia,킬리아,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/281.png,"에스퍼, 페어리",0.8,20.2,"싱크로, 트레이스, 텔레파시",38,35,35,65,55,50,트레이너의 밝은 마음이 사이코 파워의 근원이다. 즐거워지면 빙글빙글 춤춘다.,white,3
282,gardevoir,가디안,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/282.png,"에스퍼, 페어리",1.6,48.4,"싱크로, 트레이스, 텔레파시",68,65,65,125,115,80,트레이너를 지키기 위해서라면 사이코 파워를 모두 써서 작은 블랙홀을 만들어 낸다.,white,3
283,surskit,비구술,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/283.png,"벌레, 물",0.5,1.7,"쓱쓱, 젖은접시",40,30,32,50,52,65,보통은 연못에서 살고 있지만 소나기가 온 뒤에는 마을 안의 물웅덩이에 모습을 드러낸다.,blue,3
284,masquerain,비나방,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/284.png,"벌레, 비행",0.8,3.6,"위협, 긴장감",70,60,62,100,82,80,눈알 모양의 더듬이를 가지고 있다. 4장의 날개로 떠올라 전후좌우로 움직일 수 있다.,blue,3
285,shroomish,버섯꼬,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/285.png,풀,0.4,4.5,"포자, 포이즌힐, 속보",60,40,60,40,60,35,습한 장소를 좋아해서 낮에는 숲의 그늘에서 가만히 있다. 머리에서 독가루를 뿌린다.,brown,3
286,breloom,버섯모,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/286.png,"풀, 격투",1.2,39.2,"포자, 포이즌힐, 테크니션",60,130,80,60,60,70,짧은 팔은 펀치를 날릴 때 쑤-욱 늘어난다. 프로 복서를 압도하는 기술을 가지고 있다.,green,3
287,slakoth,게을로,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/287.png,노말,0.8,24.0,게으름,60,60,60,35,35,30,게을로의 게으른 모습은 보고 있는 사람의 게으른 마음을 충분히 자극한다.,brown,3
288,vigoroth,발바로,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/288.png,노말,1.4,46.5,의기양양,80,80,80,55,55,90,심장 박동이 빨라 전신의 피가 끓어오르고 있기 때문에 1초도 가만히 있지 못한다.,white,3
289,slaking,게을킹,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/289.png,노말,2.0,130.5,게으름,150,160,100,95,65,100,세계에서 제일 게으른 포켓몬이다. 손이 닿는 범위의 먹이를 다 먹으면 있는 거처를 바꾼다.,brown,3
290,nincada,토중몬,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/290.png,"벌레, 땅",0.5,5.5,"복안, 도주",31,45,90,30,30,40,긴 시간 동안 땅속에서 살고 있었기 때문에 눈은 거의 보이지 않는다. 더듬이로 주변 상황을 살핀다.,gray,3
291,ninjask,아이스크,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/291.png,"벌레, 비행",0.8,12.0,"가속, 틈새포착",61,90,45,50,50,160,울음소리를 계속 들으면 두통이 낫지 않게 된다. 안 보일 정도의 스피드로 움직인다.,yellow,3
292,shedinja,껍질몬,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/292.png,"벌레, 고스트",0.8,1.2,불가사의부적,1,90,45,30,30,40,허물 속으로 영혼이 들어갔다. 등에 난 틈새로 들여다보면 영혼을 빼앗겨버린다고 한다.,brown,3
293,whismur,소곤룡,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/293.png,노말,0.6,16.3,"방음, 주눅",64,51,23,51,23,28,평소에는 속삭이는 듯한 목소리다. 위험을 감지하면 큰 소리로 울기 시작한다. 귀의 덮개를 닫으면 울음을 멈춘다.,pink,3
294,loudred,노공룡,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/294.png,노말,1.0,40.5,"방음, 배짱",84,71,43,71,43,48,마음껏 들이마신 공기를 발달한 복근을 써서 토해내 큰 소리를 낸다.,blue,3
295,exploud,폭음룡,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/295.png,노말,1.5,84.0,"방음, 배짱",104,91,63,91,73,68,폭음룡이 짖는 소리는 10km 전방까지 닿는다. 몸 곳곳의 구멍에서 갖가지 소리를 낸다.,blue,3
296,makuhita,마크탕,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/296.png,격투,1.0,86.4,"두꺼운지방, 근성, 우격다짐",72,60,30,20,30,25,큰 나무에 몇 번이나 몸통박치기를 하며 강인한 몸과 굴하지 않는 마음을 단련한다.,yellow,3
297,hariyama,하리뭉,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/297.png,격투,2.3,253.8,"두꺼운지방, 근성, 우격다짐",144,120,60,40,60,50,두 다리로 땅을 힘껏 밟아서 파워를 모은다. 손바닥 치기 한 방으로 10톤 트럭을 날려버린다.,brown,3
298,azurill,루리리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/298.png,"노말, 페어리",0.2,2.0,"두꺼운지방, 천하장사, 초식",50,20,40,20,40,20,큰 꼬리에 타고 튀면 지상에서 빨리 이동할 수 있다. 물가에서 사는 포켓몬이다.,blue,3
299,nosepass,코코파스,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/299.png,바위,1.0,97.0,"옹골참, 자력, 모래의힘",30,45,135,45,90,30,항상 북쪽을 향한다. 자석의 코로 주변의 철을 끌어당겨 방어를 굳힌다.,gray,3
300,skitty,에나비,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/300.png,노말,0.6,11.0,"헤롱헤롱바디, 노말스킨, 미라클스킨",50,45,45,35,35,50,움직이는 것을 무심코 쫓아간다. 자신의 꼬리를 쫓아서 똑같은 장소를 빙글빙글 돈다.,pink,3
301,delcatty,델케티,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/301.png,노말,1.1,32.6,"헤롱헤롱바디, 노말스킨, 미라클스킨",70,65,65,55,55,90,더러운 곳을 아주 싫어한다. 편안한 곳에서 늘 털을 다듬고 있다.,purple,3
302,sableye,깜까미,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/302.png,"악, 고스트",0.5,11.0,"날카로운눈, 시간벌기, 짓궂은마음",50,75,75,65,65,50,동굴의 어둠에 숨는다. 보석을 먹는 사이에 눈이 보석이 되어 버렸다.,purple,3
303,mawile,입치트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/303.png,"강철, 페어리",0.6,11.5,"괴력집게, 위협, 우격다짐",50,85,85,55,55,50,얌전한 얼굴로 상대를 방심하게 만들고 큰 턱으로 덥석 문다. 한번 물면 절대로 놓지 않는다.,black,3
304,aron,가보리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/304.png,"강철, 바위",0.4,60.0,"옹골참, 돌머리, 헤비메탈",50,70,100,40,40,30,평소에는 산속에서 살고 있지만 배가 고프면 산기슭에 나타나 선로나 차를 먹어 버린다.,gray,3
305,lairon,갱도라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/305.png,"강철, 바위",0.9,120.0,"옹골참, 돌머리, 헤비메탈",60,90,140,50,50,40,철광석을 매우 좋아한다. 강철의 몸을 서로 부딪치며 영역 싸움을 한다.,gray,3
306,aggron,보스로라,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/306.png,"강철, 바위",2.1,360.0,"옹골참, 돌머리, 헤비메탈",70,110,180,60,60,50,산을 통째로 영역으로 한다. 상처가 많은 보스로라일수록 많이 싸웠다는 것이므로 얕볼 수 없다.,gray,3
307,meditite,요가랑,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/307.png,"격투, 에스퍼",0.6,11.2,"순수한힘, 텔레파시",30,40,55,40,55,60,평상시는 깊은 산속에서 수행한다. 명상을 하고 정신력을 높이면 몸이 떠오른다.,blue,3
308,medicham,요가램,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/308.png,"격투, 에스퍼",1.3,31.5,"순수한힘, 텔레파시",60,60,75,60,75,80,춤추는 듯한 우아한 움직임으로 공격을 피하며 상대에게 강력한 일격을 선사한다.,red,3
309,electrike,썬더라이,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/309.png,전기,0.6,15.2,"정전기, 피뢰침, 마이너스",40,45,40,65,40,65,긴 털이 마찰하는 과정에서 전신에 정전기가 모인다. 스피드가 특기인 포켓몬이다.,green,3
310,manectric,썬더볼트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/310.png,전기,1.5,40.2,"정전기, 피뢰침, 마이너스",70,75,60,105,60,105,좀처럼 사람 앞에 모습을 드러내지 않는다. 번개가 떨어진 곳에 보금자리가 있다고 한다.,yellow,3
311,plusle,플러시,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/311.png,전기,0.4,4.2,"플러스, 피뢰침",60,50,40,85,75,95,스파크를 톡톡 만들어 동료를 응원한다. 전신주에서 전기를 흡수한다.,yellow,3
312,minun,마이농,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/312.png,전기,0.4,4.2,"마이너스, 축전",60,40,50,75,85,95,마이농과 플러시의 전기는 혈액의 흐름을 좋게 하여 근육 결림을 푸는 효과가 있다.,yellow,3
313,volbeat,볼비트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/313.png,벌레,0.7,17.7,"발광, 벌레의알림, 짓궂은마음",65,73,75,47,85,85,밤이 되면 엉덩이를 빛나게 해 동료와 대화한다. 네오비트가 내는 달콤한 향기를 매우 좋아한다.,gray,3
314,illumise,네오비트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/314.png,벌레,0.6,17.7,"둔감, 색안경, 짓궂은마음",65,47,75,73,85,85,달콤한 향기로 볼비트를 유도해서 200개 이상의 모양을 밤하늘에 그린다.,purple,3
315,roselia,로젤리아,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/315.png,"풀, 독",0.3,2.0,"자연회복, 독가시, 리프가드",50,60,45,100,80,65,오른손과 왼손으로 2종류의 독을 구별하여 공격한다. 향기가 강할수록 기운이 넘친다.,green,3
316,gulpin,꼴깍몬,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/316.png,독,0.4,10.3,"해감액, 점착, 먹보",70,43,53,43,53,40,심장과 뇌가 작고 몸 대부분이 위다. 무엇이든 녹이는 위액을 낸다.,green,3
317,swalot,꿀꺽몬,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/317.png,독,1.7,80.0,"해감액, 점착, 먹보",100,73,83,73,83,55,무엇이든 통째로 삼켜 버린다. 모공에서 맹독의 체액을 분비하여 상대에게 끼얹는다.,purple,3
318,carvanha,샤프니아,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/318.png,"물, 악",0.8,20.8,"까칠한피부, 가속",45,90,20,65,20,65,집단으로 배를 공격해 배의 밑바닥도 물어뜯어 가라앉힌다. 정글의 강에 서식한다.,red,3
319,sharpedo,샤크니아,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/319.png,"물, 악",1.8,88.8,"까칠한피부, 가속",70,120,40,95,40,95,철판도 물어 찢는 이빨을 가지며 헤엄치는 속도는 시속 120km다. 별명은 바다의 건달이다.,blue,3
320,wailmer,고래왕자,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/320.png,물,2.0,130.0,"수의베일, 둔감, 프레셔",130,70,35,70,35,60,공처럼 튀면서 논다. 해수를 많이 마실수록 높이 튀게 된다.,blue,3
321,wailord,고래왕,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/321.png,물,14.5,398.0,"수의베일, 둔감, 프레셔",170,90,45,90,45,60,커다란 몸을 파도 위에서 점프시켜 충격을 만들어 상대를 기절시킬 때가 있다.,blue,3
322,numel,둔타,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/322.png,"불꽃, 땅",0.7,24.0,"둔감, 단순, 마이페이스",60,60,40,65,45,35,이글거리는 마그마를 등의 혹에 모으고 있다. 비를 맞으면 마그마가 식어 움직임이 둔해진다.,yellow,3
323,camerupt,폭타,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/323.png,"불꽃, 땅",1.9,220.0,"마그마의무장, 하드록, 분노의경혈",70,100,70,105,75,40,등의 혹 모양 화산은 10년마다 대분화하나 심하게 화가 나도 분화한다.,red,3
